company,task,info
(주)트렌비,[트렌비] 인사(HR) 리드,"주요업무
- 해당 포지션은 트렌비의 모든 인사관련 업무를 리딩하는 포지션으로서, 채용 전략을 수립하고 실행하며 교육, 평가, 보상 정책을 설계하는 것을 진행합니다.
- 회사 전략에 따른 채용 플랜 수립
- 채용 프로세스 설계 및 운영 (상시 리크루팅)교육
- 입사자 온보딩 프로세스 수립
- 회사 핵심가치를 위한 방안 수립
- 직무 전문성 향상을 위한 교육방안 수립사내 문화
- 조직의 핵심가치 정립 및 실행 원칙 체계화
- 커뮤니케이션 방식 수립
- 국내외 우수한 조직문화를 갖춘 기업에 대한 벤치마크 연구 및 적용
자격요건
- 우수 인재의 중요성을 잘 이해하시는 분
- 일하고 싶은 좋은 기업문화 만들기에 열정을 가지고 임하시는 분
- 최고의 정직, 도덕적 마인드를 가지신 분
- 협업 및 커뮤니케이션 능력이 탁월하고 트렌비와 잘 어울릴 수 있는 분
- 밝고 적극적인 성격과 뛰어난 공감 능력을 보유한 분
- IT/스타트업에서 4년이상 HRM 관련 업무를 수행하신 분
우대사항
- 스타트업 기업문화를 잘 이해하시는 분
- HR 전반 업무에 대한 애정과 도전 의지가 있는 분
- 인사규정, 취업규칙, 관련 법규에 대한 이해가 있는 분"
삼성전자(주),"[2021년 상반기 3급 신입사원] DS부문 - DIT 센터 (Data & Information Technology) _ S/W 개발(경기도 기흥, 화성, 평택, 충청남도 천안, 온양)","주요업무
S/W기술에 관한 지식을 바탕으로 Data Service, AI 등 다양한 분석 Platform을 개발하고, Data Cloud/Center 환경 설계/구축 및 DIT 센터 자체 S/W Tool 을 개발하는 직무

* S/W Tool 개발 및 Big Data 분석
- AI 기반 음성/자연어/이미지/영상 처리 및 Solution 개발
- Data Mining/Process Mining 기반 Big Data 분석 모델 설계 및 Solution 개발
- Big Data 처리 및 분석기술 기반 데이터 패턴 분석 및 이상 진단
- 연계 분석 모델 설계 (시계열/Image/영상 Data 等)
- AI 기반 재사용 시스템 및 코드리뷰 자동화 시스템 구축
- 품질 Shift-left Tool 및 자동화 기술 연구, 개발 및 확산

* S/W Engineering
- 개발 방법론 및 프로세스 개선, 인프라/툴 구축 및 자동화, S/W 분석 및 품질관리
- S/W 품질 지표 체계 운영 및 SW 품질 평가
- S/W Code/Architecture 정량적 분석
- S/W 생산성 향상을 위한 개발 방법론 연구/적용
- Data-based SW Engineering (AI/ML)
- S/W 지능형 자동화 기술 연구

* Security
- Embedded Device System S/W, H/W 보안 취약점 분석 업무
- OS, Application(Windows, Android, iOS, macOS) 보안 취약점 분석 업무
- S/W, H/W 취약점 Scan, Exploit 기술 개발
- Fuzzing, Static Analyzer 등 취약점 분석 자동화 기법 개발
- TrustZone, Intel- SGX 등 TEE 기술 보안성 평가
- Cloud, Web, IT Infra, End-point SW Program 보안 취약점 분석

* Cloud Platform 개발
- 오픈소스 기반 Cloud Platform 설계/개발
- 클라우드向 서비스 기획/설계/개발
- Software Defined Infra 구축/운영

* Data Center 개발 및 구축(S/W)
- High Performance Computing(HPC)향 Job Scheduler 개발
- Hyper-Scale Data Center 운영 모니터링 Solution 개발
- Data Center 인프라 원격 제어 및 자동화 개발

* Smart Factory 向 S/W 개발
- 실시간 Schedule, 예측 생산체계 구축, 자율 생산을 위한 자동 의사 결정 모델링
- 생산 자동화 시스템 개발 (생산 제어/분석 시스템, 관제 시스템, 생산 기준정보 시스템)
- AMHS 제어 시스템 개발 및 물류 최적화
- 설비/Infra 자동화 시스템 개발 (인지/제어/분석 시스템, 모니터링 시스템 等)
- 반도체 수율/품질 분석 시스템 개발
- AR/VR/MR/IoT 기반 Cyber-Physical System 개발
- 가상 공장 및 Digital Twin 위한 Modeling 과 Scheduling, Simulation 개발
- PLC(Programmable Logic Controller) 를 통한 계통 제어 로직 개발

* MIS (Management Information System) 기획/구축/운영
- DS 부문의 효율적인 경영을 위한 경영정보 시스템 기획/개발/운영(Business Intelligence)
- ERP, PLM, CRM, SCM, SRM, EHS 등 분야 별 업무 프로세스 분석/취약점 진단 및 IT 시스템 Solution 제공(PI Consulting. Process Innovation)
- 최신 Web(Front/Back end)/Mobile(Android, iOS) Platform 을 활용한 시스템 Architecture
(Business, UX, Data, I/F) 설계 및 IT 프로젝트(SI. System Integration) 수행(Developer)
- MIS Application/Architecture 및 HW/SW 관리/운영/개선/개발(SM. System Management)

* 제품 설계/검증 자동화 방법 및 자체 Software Application 개발
- 반도체/In-Fab 데이터로 혐의 인자 탐색/분류, 반도체 특성을 예측하는 S/W 개발
- Machine/Deep Learning 을 이용한 회로 최적화/제품 불량 분석 알고리즘 개발
- Machine/Deep Learning API 개발, Big Data Analysis (HDFS/ELK/Spark)
- 분산처리/Big Data Analysis, 알고리즘 개발 등
- DRAM, Flash, PRAM 단품 및 Solution 제품의 설계 및 검증 자동화 방법 개발
자격요건
- 프로그래밍 언어(C/C++/C#/Python/Java 등) 및 알고리즘 문제해결 역량 보유자
- Embedded 시스템 및 ARM Architecture, 운영체제(Windows/Linux) 역량 보유자
- 요구사항을 이해하고 이에 맞는 소프트웨어를 설계 및 구현할 수 있는 역량 보유자

[공통]
- 2021년 8월 이전 졸업 또는 졸업 예정인 분 (2021년 7월 ~ 8월 입사 가능한 분)
- 해외여행에 결격사유가 없는 분(남자의 경우 병역필 또는 면제자 등)
* 군복무 중인 경우 2021년 6월 30일까지 전역 예정인 분
- 영어회화자격을 보유하신 분 (OPIC 및 토익스피킹에 한함)
우대사항
- AI 및 Machine Learning 에 대한 이해와 활용 경험 보유자
- ML/DL 기반 최적화, 예측 Model/Application 개발 경험
- 직무와 연관된 경험 보유자 (프로젝트, 논문, 특허, 경진대회)
- 소프트웨어/하드웨어 플랫폼을 활용한 프로젝트 수행 경험 보유자
- CSTS, ISTQB 등 SW Testing Certificate 보유자
- Front-end Web Programming 경험자
- S/W Architecture 및 Source 코드 분석 경험자
- S/W Measurement 기법 활용 및 Metrics 분석 경험자
- IT 보안 지식 및 악성코드 분석, 포렌식 및 개발 경험자
- ICS/SCADA, Application, Mobile, Cloud 취약점 진단 지식 및 해킹 기술 보유자
- 암호시스템 설계/분석 경험, 양자내성/격자암호 연구 경험
- 네트워크 보안 Solution 및 패킷 분석 경험
채용절차
- 지원서 접수(2021년 3월 15일(월) ~ 3월 22일(월) 오후 5시)
- 직무적합성 평가
- 직무적성검사(2021년 4월 ~ 5월 중) * SW개발 : 소프트웨어 역량테스트
- 면접(2021년 5월 ~ 6월 중)
- 건강검진(2021년 6월 ~ 7월 중
기타
※ 상세 모집분야는 하단의 첨부파일을 반드시 참조해 주시기 바랍니다.
※ 청각장애인을 위한 별도 어학 평가기준 : 청각장애인용 TEPS 성적 380점, NEW TEPS 200점 이상 지원 가능

- 지원서는 3월 22일 (월) 오후 5시(한국시간)까지 제출하셔야 합니다. 마감일은 홈페이지 접속 인원이 급증할 것으로 예상되오니, 마감일 이전에 충분히 여유를 가지고 등록하여 주시기 바랍니다.
- 국가등록장애인 및 국가보훈 대상자는 관련법 및 내부규정에 의거하여 우대합니다.
- 다음 사항에 해당되는 분은 내부규정에 의거하여 우대합니다.
1. 중국어자격 보유자 : 필기 BCT (620점 이상), ALEX 중국어 (620점 이상), 新 HSK ( 5級 195점 이상), 회화 TSC (Level 4 이상), OPIC 중국어 (IM1 이상)
2. 공인한자능력자격 보유자 : 한국어문회 (3급 이상), 한자교육진흥회 (3급 이상), 한국외국어평가원 (3급 이상), 대한검정회 (2급 이상)
3. 한국공학교육인증원이 인증한 공학교육 프로그램 이수자
- 지원서에 기재한 내용이 사실과 다르거나, 학위증명서 등 관련 서류 미제출 또는 허위 서류 제출 등의 경우 채용이 취소될 수 있습니다.
- 전형단계별 결과는 삼성채용홈페이지(http://wwww.samsungcareers.com)에서 확인하실 수 있습니다.
참고자료
2021_fresh_DS.zip"
(주)티엔디엔,디자이너Product Designer,"주요업무
- 제품과 비즈니스 문제 도출 및 해결
- 티엔디엔 서비스 UX 설계 및 Prototyping
- UI Design
- 개발/운영/소셜커뮤니티/마케팅 등의 전반적인 컨텐츠 디자인
- 창의적인 컨셉 및 아이디어 제시, 기획 참여
자격요건
- IT/모바일 업종에서 UX/UI 경험 보유
- 정성적/정량적 데이터를 기반으로 고객의 문제를 구체적으로 파악하는 능력
- Sketch 또는 Photoshop을 통한 App / Web UI 디자인
- 상황에 맞는 Prototype 제작을 통해 팀 내에서 아이디어를 빠르게 구체화시키고 커뮤니케이션할 수 있는 능력
우대사항
- 구조화된 UI를 설계하고 구현함으로써 개발의 효율을 높이는 능력
- Web UI에 대한 이해(HTML/CSS/JS기초)
- 개발 문서를 읽고 이해할 수 있는 능력
- Google Analytics나 Mixpanel, Appsflyer 등 데이터 수집/분석 툴이나 A/B 테스팅 툴을 통해 디자인을 평가하고 제품 개선한 경험
- Lo-fi / Hi-fi 프로토타이핑 툴 사용에 능숙 (Flinto, Framer, Origami 등)
채용절차
- 입사지원 > 서류전형 > 1차면접 > 2차면접 > 최종합격
기타
* 유의사항
- 입사지원시 본인의 성명, 연락처, 이메일 주소 등을 정확하게 기입해 주세요.
- 지원에 대한 결과 안내는 일주일 안에 이루어집니다.
- 1차 면접은 실무진과 함께 경험과 기술, 2차 면접은 임원진과 함께 직무적합도, 인성 등을 평가하며 종합적인 결과를 바탕으로 채용을 실시합니다.
- 이력서에 기재된 학력 및 경력사항 등 기재사항이 허위임이 판명될 경우, 합격이 취소될 수 있습니다."
(주)버즈니,RECRUITING MANAGER,"주요업무
- 좋은 동료가 버즈니의 구성원으로 자리잡기까지의 모든 과정을 점검하여 지속적으로 개선해 나갑니다.
- 내부 구성원들과의 커뮤니케이션을 통해 분기별 채용 전략을 기획하며 리딩하는 역할을 합니다.
- 다양한 채용 채널을 발굴하며, 온/오프라인 채용 행사를 기획하고 운영합니다.
- IT, 커머스 분야에서 인재 네트워킹을 통해 좋은 동료가 채용될 수 있도록 힘씁니다.
- 채용 관련 데이터를 분석하고 문제점을 찾아 빠르게 개선합니다.
- 후보자에게 버즈니화된 채용 경험을 제공하기 위해 효과적인 채용 프로세스를 만들어 나갑니다
자격요건
* 우리는 이런 분과 함께 하고 싶습니다
- 글로벌 기업과 국내 스타트업들의 다양한 채용 방법론을 숙지하고 지속적으로 학습하고자 하시는 분과 함께 하고 싶습니다.
- 적극적인 커뮤니케이션을 바탕으로, 설득력있게 과정을 이끌어 가실 수 있는 분과 함께 하고 싶습니다.

* 이런 분을 찾습니다
- IT, 커머스 분야에서 인하우스 채용을 최소 3년 이상 경험하신 분
- 후보자 및 현업의 더 나은 채용 경험을 위해 집요하게 고민하고 실행방안을 주도적으로 제안해본 경험이 있으신 분
- 정형화되고 관습적인 채용 방식이 아닌 창의적이고 다양한 아이디어를 통한 인재발굴 경험이 있으신 분
- 버즈니 문화에 공감하고, 공감을 바탕으로 채용 브랜딩을 기획하실 수 있는 분
- 설득력있는 커뮤니케이션이 가능하신 분
※ 참고사항 : 버즈니 Recruiting Manager로 지원하신 동기를 서술해 주세요.
우대사항
* 이런 분은 더욱 좋습니다
- 우수 인재를 다이렉트 소싱으로 채용한 경험이 있으신 분
- 채용 담당자 역할에 대해 고민한 결과, 본인만의 철학이 있으신 분
기타
* 기타사항
- 연봉은 협의 후 결정됩니다. (참고 : 해당 포지션의 대졸 초임 3,500만원 수준)"
(주)에이블리코퍼레이션,[리더] 제품 총괄 (Product Owner),"주요업무
- 에이블리 서비스 전반의 Ownership
- Product 개선/발전을 위한 제품 전략 수립 및 실행
- 비즈니스 목표 달성을 위한 문제 발견, 문제 정의 및 가설 설정, 다양하고 효율적인 실험 설계
- 회사의 비전 및 전략과 Align 된 우선순위 도출 및 구현을 통한 서비스 고도화
- 프로덕트 개발을 위해 경영진, 비즈니스, 운영, 디자인, 개발 등 다양한 협업 부서와의 커뮤니케이션
자격요건
- PM 또는 PO 경력 5년 이상
- 개발, 디자인, 사업 전반에 대한 이해와 Ownership을 가지고 일하는 분
- 스스로 목표와 전략 설정이 가능하고, 논리적인 커뮤니케이션을 통한 협업이 가능한 분
- 다양한 협업 부서 및 경영진과 사용자/기술/사업 측면에서 원활한 커뮤니케이션이 가능한 분
- 데이터 분석을 통한 서비스 전략 수립 경험이 있는 분
- 에이블리 조직 문화를 이해하고 함께 성장하고 싶은 분
- 논리적 및 기획적 사고를 가진 분
- 스타트업 창업 경험이나 IT 기업에서 서비스를 기획 및 성장시켜본 경험
우대사항
- IT 비즈니스 내 기획, 디자인, 개발, 사업개발, 전략기획 등의 직무 경력
- MVP 개발, Agile 개발, Scrum 개발, KanBan 등에 대한 경험이 있는 분
- 모바일 플랫폼 서비스 전반에 대해 경험이 있는 분
- 비즈니스 목표 달성을 위해 효과적으로 과업의 우선순위를 판단할 수 있는 분
- 성장하는 스타트업 환경에서 업무한 경험이 분
- 데이터 분석에 기반한 문제해결에 능숙한 분
- 긍정적인 사고와 마인드로 협업을 이끌어 가실 수 있는 분
채용절차
- 서류전형 ⇒ 1~2차 인터뷰 ⇒ 최종합격 ⇒ 출근
- [일반채용 지원방법]
(https://hr885193.typeform.com/to/JH9USWbQ)**[바로 지원하기 (click!)]
- [추천채용 지원방법]
- 에이블리 재직중인 추천인에게 지원서류 전달
- 혹은 [ER@a-bly.com](mailto:er@a-bly.com) 이메일로 직접 지원 (직접 제출하시는 경우 에이블리를 소개해 준 사람을 메일에 기재해주세요)
- 지원 기간: 상시 채용(채용시 마감)
- 지원 서류: 자유로운 형식의 이력서/자기소개서(hwp는 피해주세요 :) )"
이루온아이앤에스(주),국내영업,"주요업무
- 국내영업
자격요건
- 4년제 대학 졸업 또는 2년제 대학 졸업후 동종업종 경력 2년 이상인자
- 해외여행에 결격사유가 없으며 남자의 경우 병역필 또는 면제자
- 컴퓨터, 전산, 전기, 전자공학 관련 학과 졸업자
- SI 개발경력 보유자
- 카드솔루션 영업경력
- IT분야 (시스템, SI 등) 영업경력
우대사항
- 스마트카드 관련 시스템 개발 및 운용 경력자 우대
- 관련 자격증 소지자 우대
채용절차
- 서류전형 > 면접전형 > 임원면접
복리후생
- 건강검진 : 종합검진실시
- 경조금지원, 유류비, 통신비, 석식 제공
- 직무발명지원제도(프로그램 등록 및 특허출원/등록시 포상금 지급)
기타
- 주 5일 근무 09:00~18:00
- 연공 및 서열을 중시하기 보다는 개인의 특성과 업적을 우대하는 제도
- 입사지원서의 기재 내용이 허위로 판명될 경우, 합격 및 입사가 취소됩니다.
- 제출서류는 일체 반환하지 않습니다.
참고자료
ELUON_recruit _2_.zip"
엑센솔루션(주),GUI Design,"주요업무
- UX 지식에 기반한 GUI Concept 도출
- GUI 디자인, GUI 가이드라인 제작
자격요건
- 디자인 전공/경력자
- 포토샵, 일러스트레이터 등 그래픽 툴 능숙자
- 웹, 모바일 등 IT업종의 GUI 디자인 경력 3년 이상
- 새로운 기술에 대한 관심이 많고 창의적 마인드 소유자
- 해외여행에 결격 사유가 없는 분
- 성실한 자세와 적극적인 마인드로 업무에 임할 수 있는 분
우대사항
- 외국어 (영어,중국어) 능력 우수자
- 산업공학 및 전산전공 분야 우대
- 대졸 신입 및 관련분야 경력자 우대
채용절차
입사지원 > 서류전형 > 1차면접 > 2차면접 > 최종합격

[제출서류]
- 입사지원서
- 자기소개서(경력 중심으로 기술)"
(주)비티씨코리아서비스,기획실 웹서비스 기획,"주요업무
- 웹서비스 기획
- 프로젝트 관리
자격요건
- 웹서비스 기획 경험자
- 디자인, 퍼블리싱, 개발에 대한 이해도가 높은 자
- 원활한 부서간 업무조율 및 커뮤니케이션을 이끌수 있는 자
- IT 산업 전반에 대한 이해도가 높은 자
- 유관경력 만 6년 이상
우대사항
- Live 서비스 운영기획 경험자
- 가상자산 거래소, 증권사, 금융권 경력 보유자
- 블록체인, 가상자산에 대한 이해도가 높은 자
- 외국어 가능자"
봉봉랩(주) 호텔나우,[HST그룹] Product Strategy Manager,"주요업무
- HST 그룹장의 리드하에 HST 프로덕트들의 사업계획 수립 (경쟁사/시장/잠재 고객/가격 분석, 프로덕트 포지셔닝
- 국내 및 해외 진출 시장조사/제품 분석
- 글로벌 Hospitality Solution 전략 수립 (신규 사업 발굴, 비즈니스 모델 구축, 유료화 등)
- 글로벌 Hospitality Solution 성과 및 리스크 관리 (법무, 저작권 등)
- 마케팅/영업/사업 부서와 긴밀히 협업하여 사업계획 달성을 주도
- 사업 KPI를 수립하고 관리.
자격요건
- 3년 이상 사업 개발, IT 컨설팅, SW 프로젝트 전략 업무를 담당한 자
- 영어로 의사 소통이 가능하고 핵심 내용을 요약하는 문서 작성이 가능한 자
- 사업, 마케팅, 영업, 개발, 고객관리 등 유관부서와 협업하여 업무 성과를 인정 받은 자
- 프로젝트의 Risk/Problem/Bottleneck 을 감별하고 부서 경계를 넘는 문제를 해결할 수 있는 자
- 여러 프로젝트를 동시에 관리 할 수 있는 자
- 목표와 달성하기 위해 관리가 필요한 지표를 수립할 수 있는자
- 데이터를 기반으로 한 분석과 문제해결에 능한 자
우대사항
- 국가유공자 예우 및 지원에 관한 법률에 의거 취업 보호 대상자 및 장애인은 관련 법규에 따라 우대합니다
- 솔루션 사업 전략 경험이 있는 자
- 해외 사업 경험 및 해외 근무 경험이 있는 자
- Global Hospitality Solution 에 대한 이해도가 높거나 학습을 잘 할 수 있는 자
-업무 협업 툴(Jira, Confluence) 및 데이터 분석 툴/언어 (Zeppelin, GA, Tableau) 활용 가능한 자
- 통계학 / 경영학 / 컴퓨터공학 / 산업 공학 전공 혹은 그에 준하는 경험이 있는 자
- MBA is a plus"
현대엠엔소프트(주),AR 내비게이션 S/W 개발,"주요업무
- 미래 자동차에 탑재 될 AR 내비게이션에서의 정보 인식 및 표현을 위한 영상 처리 및 객체 인식 알고리즘을 연구/개발합니다.
- 차량 데이터 처리 S/W 개발
- 딥러닝 활용 객체 인식 연구 및 S/W 개발
- 3D 그래픽 렌더링 연구 및 S/W 개발
자격요건
- 4년 이상 12년 이하 (석사 이상 必)

[필수 역량 및 경험]
- C/C++, Python 개발 경력
- Embedded S/W 개발 경력
- 영상처리, 머신러닝, 딥러닝 모델 개발 경험

[기술 스택]
- OS: Linux, Windows
- 개발언어: C/C++, Python
- Tool: Visual Studio, GCC/G++, 딥러닝 프레임워크 (tensorflow, pytorch)

[우대 역량 및 경험]
- 해당 직무 유경험자
- 전산학/영상처리/인공지능/3D그래픽스 관련 전공 석/박사
- GPGPU, CUDA, OpenCL, Embedded System 최적화 업무 유경험자
- GIS, 차량 IT 관련 개발 업무 유경험자
- Sensor Fusion(Lidar, Camera, IMU)처리 개발 업무 유경험자
- Embedded 환경 실시간 객체 인식 개발 업무 유경험자
- 3D그래픽스 관련 개발 업무 유경험자

* 지원 자격
- 석사 이상
- 해외 여행에 결격 사유가 없는 분(병역필 또는 군 면제)
채용절차
- 서류 평가 - HMAT(인성) - 직무역량테스트 - 실무면접 - 임원면접 - 채용검진 - 처우협의 - 입사
* 직무역량테스트는 과제 또는 코딩테스트 등으로 구성되며 자세한 내용은 HMAT 합격자 대상에게 안내합니다.
**위 전형 방식 또는 일정은 변경될 수 있습니다.
기타
- 장애 및 보훈 대상자는 우대합니다.
- 근무지 : 서울시 용산구"
현대 모터스튜디오,기계 번역 엔진 개발,"주요업무
- 현대자동차는 2025 전략을 통해 자동차를 넘어 우리 일상을 변화시킬 통합 모빌리티 플랫폼 기업으로 변화하고 있습니다. 미래의 자동차는 소프트웨어 플랫폼으로 진화하고 IT 기술은 미래의 경쟁력이 될 것입니다.

- 현대기아자동차의 AI 연구 조직으로 시작된 AIR Lab이 변화하는 미래를 도전적으로 준비하고, 실질적인 연구 결과를 자동차와 모빌리티 & Life 서비스에 적극 반영하고자 CIC(Company In Company)인 AIRS 컴퍼니로 한걸음 도약하였습니다. AIRS 컴퍼니는 SW 개발 및 IT 서비스에 적합한 조직 문화를 만들고, 업무에 집중할 수 있는 환경을 제공합니다. 이를 통해, 뛰어난 인재들과 함께 디지털 기술이 우리의 이동 경험과 삶의 가치를 높이는 데 활용되도록 끊임없는 도전을 이어갑니다.

- AIRS 컴퍼니에서는 Machine Translation 기술을 연구하여, 사내의 언어 장벽을 무너뜨려 보다 빠르게 글로벌 모빌리티 & Life 서비스 플랫폼으로 나아갈 수 있는 디딤돌을 제공하며, 모두에게 전세계 어디에서나 동일한 경험이 가능한 서비스 플랫폼을 구축하는 것을 목표로 하고 있습니다.

· Neural Machine Translation 학습 모델 개선
- 뉴럴 네트워크의 학습 모델 개선을 통한 번역 엔진 품질 향상
- 통계 과학에 기반한 접근을 통해 오류의 근본 원인 파악 및 문제 해결

· Model 최적화
- 모델 추론 방식의 최적화 및 성능 엔지니어링
자격요건
- 경력 3년 이상(대학원 재학기간 제외)]
- 학사 이상의 학위 취득자
- Computer Science 기본 역량( Data structure, Algorithm 등)에 대한 지식 보유자
- Python, C++ 중 한 가지 이상에 대한 전문 지식 보유자
- Deep Learning Framework (Tensorflow, Pytorch, Cuda 등)에 대한 개발 경험 보유자
우대사항
- Natural Language Processing 분야에 대한 지식 보유자
- Deep-Learning framework를 이용한 서비스 개발 및 운영 경험 보유자
- Tensorflow, PyTorch 등 Deep-Learning open source 기여 경험자
- Docker, kubernetes 환경에서 개발 경험 보유자
채용절차
- 지원서 접수 > 서류전형 > 면접전형 > 신체검사 > 최종합격
※ 상시 채용 특성상 전형 일정이 변동될 수 있는 점 양해 부탁드리며, 상세 일정은 전형별 합격자에 한하여 개별 안내드릴 예정입니다.
기타
- 현대자동차 AIRS 컴퍼니 관련 더 상세한 정보는 AIRS 컴퍼니 페이지(https://airsc.ai)를 참고하여 주십시오.
- 지원서 접수 마감일에는 지원자가 몰려 입사지원이 어려울 수 있으니, 여유 있게 미리 제출하시기를 권장합니다.
- 지원서의 내용이 사실과 다르거나 문서로 증빙이 불가할 경우 합격이 취소되거나 전형 상의 불이익을 받을 수 있습니다.
- 취업 지원 대상자(장애, 보훈 등)는 관계 법령에 의거하여 우대합니다.
- 지원서 접수는 현대자동차 채용 홈페이지를 통해 접수하며, 그 외의 개별 접수는 받지 않습니다."
(주)바나나인터랙티브,PROGRAMMER,"주요업무
- 빠르게 발전하고 있는 IT기술을 활용하여 웹, 모바일앱, 스마트 TV 외 다양한 플랫폼을 대상 으로 역량을 펼쳐주실 개발전문가를 모십니다.
- JAVA, JSP, PHP, ASP, .NET Developement
- ORACLE, MSSQL, MYSQL Architecture
- Application, Platform, Prototype
자격요건
- 신입/경력"
비티씨코리아닷컴(주),기획실 웹서비스 기획,"주요업무
- 웹서비스 기획
- 프로젝트 관리
자격요건
- 웹서비스 기획 경험자
- 디자인, 퍼블리싱, 개발에 대한 이해도가 높은 자
- 원활한 부서간 업무조율 및 커뮤니케이션을 이끌수 있는 자
- IT 산업 전반에 대한 이해도가 높은 자
- 유관경력 만 6년 이상
우대사항
- Live 서비스 운영기획 경험자
- 가상자산 거래소, 증권사, 금융권 경력 보유자
- 블록체인, 가상자산에 대한 이해도가 높은 자
- 외국어 가능자"
(주)코이노,웹디자이너,"주요업무
- 웹디자인
- 홈페이지 유지, 보수
자격요건
- 신입, 실무2년이상
- 컴퓨터그래픽스운용기능사
우대사항
- 시각디자인기사 자격증 소지자 우대
- 디자인 관련 전공 및 동종업계 경력자 우대
- IT 활용 능력자 우대"
유니티테크놀로지스코리아(유),"Developer Support Engineer, Engine Programmer","기업소개
Life at Unity

Unity is the world’s leading platform for creating and operating real-time 3D (RT3D) content. Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life. Unity’s platform provides a comprehensive set of software solutions to create, run and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices.
The company’s 1,400+ person research and development team keeps Unity at the forefront of development by working alongside partners to ensure optimized support for the latest releases and platforms. Apps developed by Unity creators were downloaded more than three billion times per month in 2019 on more than two billion unique devices. For more information, please visit www.unity.com.
주요업무
[The opportunity]

We are currently seeking a highly proficient Engine Programmer (Developer Support Engineer) to handle incoming technical issues from Unity users and work with the Global R&D team to study and improve our Unity engine native codes.

We are looking for a Software Engineer who ideally has an in-depth knowledge of how Unity or other Game(visualization) engines work at the C++(native) level and how it is used in large projects. This position will be instrumental in helping key Unity users ship outstanding games and applications.

[What you’ll be doing]

- Provide in-depth consultation and support to developers who are planning to use Unity for their games and simulations
- Participate in the development of the Unity engine by developing new features or suggesting improvements.
- Become a technical professional in the use of Unity product portfolio (Unity Pro, Source Code, etc.) for game and simulation development
- Build long-term relationships with technical decision makers and influencers within key accounts
- Work cross-functionally with global R&D teams to improve Unity’s engine and provide product development recommendations and technical data to Unity’s product development teams
- Act as a strong internal advocate and ambassador for our customers ensuring feedback is communicated between sales and product engineering
자격요건
[What we’re looking for]

- Experience in game programming, simulation programming, or games middleware with knowledge of game development process and platforms
- High level of understanding of 3D graphics algorithms and shader programming on the game engine side
- Unity specialist who has Game engine professional that has code level in-depth experience in commercial or in-house 3D game engine such as Unreal, Frostbite, CryEngine, Lumberyard, or Stingray
- Strong oral and written communication skills addressing various groups of customers: technical, business, and/or project management who is comfortable with traveling
우대사항
[You might also have]

- English communication skills
- PC or console games developing experience
- Experience in the shipping of a couple of mobile MMORPGs
채용절차
서류전형 및 면접전형
참고자료
https://unity.com/kr"
에스케이플래닛(주),[수시 채용] Platform 개발그룹 부문별 경력자 채용,"주요업무
[기술 기획]
- 기술 전략 공통 업무 수행
- 개발 문화/교육 지원, 기술 및 개발 프로세스 관리/운영 및 개선
- 기술 Product 기획

[프론트엔드 개발자]
(1)
- Commerce Platform 개발 및 운영 업무
- Mobile Web & App Webview Frontend 개발 및 운영
(2)
- Chatbot Builder 와 Live Chat 의 Web Frontend 개발 및 운영

[백엔드 개발자]
- MyData API 기반의 다양한 금융서비스 및 멤버십/쿠폰 등의 서비스 개발에 필요한 Back-End 구축 및 운영

[클라우드 아키텍트]
- 클라우드 마이그레이션 전환 전략 수립 및 마이그레이션 수행
- 클라우드 환경에서의 코드 자동화 및 애플리케이션 아키텍처 구현 지원
- 애플리케이션 아키텍처 표준화 및 가이드
자격요건
[기술 기획]
경력 5년 이상
- AI 비즈니스, 온라인 서비스 및 IT 솔루션에 대한 이해
- 데이터 기반의 통계 자료 및 지표 관리 경험 보유
- 다양한 직군과의 커뮤니케이션 및 협업에 원할하신 분

[프론트엔드 개발자]
(1)
경력 3년 이상
- HTML, CSS, Javascript(ES5 이상), SPA 대한 이해 및 개발 경력
- RDBMS, NoSQL에 대한 이해 및 이를 활용한 개발 경력
(2)
경력 3년 이상
- JavaScript 개발 경험 3년 이상
- 상용 Web 서비스 개발 참여 경험

[백엔드 개발자]
경력 5년 이상
- Java&Spring Framework 기반 Back-End 서비스 개발 경험
- Oracle등 RDBMS 경험
- 다양한 방법의 외부 연동 개발 경험 ( HTTP, TCP/IP 등)
- 개발/운영 관련 생산성 툴 경험 (CI/CD, Gitflow 등)

[클라우드 아키텍트]
경력 3년 이상
- 대규모 애플리케이션 개발 경험
- AWS 클라우드 기반 애플리케이션 설계 및 구축 경험
- 컨테이너와 서버리스 기술을 사용하여 애플리케이션을 설계하고 구축한 경험
- IaC(Infranstructure as Code), CI 및 배포 자동화 등의 DevOps 활용 경험
채용절차
서류전형 > 코딩테스트 > 직무면접 > 임원면접 & 인성검사 > 건강검진 & 처우협의 > 최종합격
(전형절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다)"
